Product Name,Sentiment,Customer Review,Category,Abstractive Summary
Fantech OCA258 / OC-A258 Kursi Kerja Kantor Premium Office Chair - Pink,Positive,"mantab min pengiriman jam sore masih di gas as always gapernah gagal belanja sini thanks ggs cakep bet dah mau duduk aja di kursi ini sampai tidak mau berdiri lagi rasanya || Seller sangat responsif, pengiriman cepat dan aman. || Barang sesuai deskripsi, sangat direkomendasikan. || Sudah beli kedua kali, tetap puas dengan pelayanannya.",Computers and Laptops,"Kursi nyaman dan sesuai harapan, pengiriman cepat dan pelayanan seller memuaskan."
Fantech REVOLVER GP12 Gaming Controller Gamepad Joystick USB,Positive,"gamepad mantap tombolnya jg enak tapi sayang ukurannya kekecilan packing jg aman dan pengiriman cepad barang sampai dengan aman walau pengiriman antar pulau review hari pemakaian kualitas yang ngagetin dengan range harga segini apalagi saya beli saat diskon tombolnya tinggi tactile analognya responsif dan sensitif lrnya clicky trigger dan bumper enak dipencet linear triggernya juga beneran fungsi tidak cuma embelembel nama rumble atau getarnya juga fitur tambahan yang bagus build qualitynya terasa premium tidak kopong dengan body yang doff finish jadi enak dipegang kabelnya juga braided tapi layoutnya yang lumayan lebar agak sulit buat yang tangannya kecil dan dpadnya sayangnya juga bukan yang terbaik buat jempol lu kelamaan pake karna pinggirannya yang tajem sama bentuknya yang salib jadi rada renggang di bagian serong jempol lu bakal terasa sakit kalau terusan gesergeser mencet dpadnya apalagi saya prinegativei yang pakai controller ini buat main game gelut walau gitu saya tidak nyesel beli ini untuk range harganya kualitasnya tetep ngangetin setara dengan controller konsol ori recommended product sudah dicoba untuk hari dan controller tidak ada masalah masih berfungsi dengan baik feel tombolnya oke lah cocok buat saya yang suka main game sebagai casual st impresi nya kok joystick nya waktu di pegang rasanya kecil banget beda dari tetangga nyatapi begitu in ke game nyabaru berasa enak luar biasabutton rt lt dll nya empukk bgtkarena saya main game nya efootball jadi begitu tekan sedikit pake perasaan di button r r nyabeeh mantep banget analog nya juga bikin nyaman di awal sering kepelarakw tapi lambat laun ter biasa pokoknya ini joystick beneran mantul deh jgn ragu buat order || Kemasan rapi dan produk sampai dalam kondisi baik. || Sangat puas dengan pelayanan dan kualitas produknya. || Produk sangat memuaskan, kualitas bagus dan pengiriman cepat.",Gaming,"Gamepad berkualitas dengan fitur lengkap, tombol responsif dan nyaman digunakan, cocok untuk casual gamer."
Fantech TONE HQ52 Headset Gaming Mobile - HQ52PLUS,Negative,"ya utk harga an lumayan worth cuma rgb kanan dan kiri tidak selaras sih sama ada deflect gara gara pengiriman mungkin saran buat tokokalau bisa pengiriman nya jangan lewat antaraja kalau bisa disarankan pegiriman nya lewat yg lain aja || Respon seller lambat dan tidak membantu. || Fungsi produk tidak berjalan dengan baik. || Layanan pelanggan buruk, tidak tanggap.",Electronics,"RGB tidak selaras dan ada cacat akibat pengiriman, layanan pelanggan kurang membantu."
Filter ND ND2-ND400 ND 2-400 58mm FOTGA Slim Fader Variable Adjustable,Negative,deskripsi diameter depan filter keliru sehingga ketika saya pasangkan lenshood ataupun lenscap tidak cocok || Kualitas buruk dan cepat rusak. || Respon seller lambat dan tidak membantu. || Fungsi produk tidak berjalan dengan baik.,Camera,"Ukuran filter tidak sesuai deskripsi, tidak kompatibel dengan aksesori tambahan, pengalaman kurang baik."
Flash Godox TT520 II plus Wireless Trigger Speedlite kamera mirrorless,Positive,"seller ramah pengirimannya juga cepat dan barangnya mantap positive banget tokonya saya tidak pernah dikecewakan oleh toko ini pokoknya untuk urusan videografi dan fotografi saya senang belanja di sini flash yg simple pengaturannya harga terjangkau buat pemula oke lah sayang saya sudah pro hehehe || Harga terjangkau, performa di atas ekspektasi. || Seller sangat responsif, pengiriman cepat dan aman. || Desain elegan dan sangat fungsional.",Camera,"Flash cocok untuk pemula dengan harga terjangkau, kualitas bagus, dan pengiriman cepat dari seller yang terpercaya."
"Frame Foto, Bingkai Foto, Pigura Foto A4 (21x30) Murah - Hijau",Positive,"alhamdulillah untuk pengiriman yang kedua tidak pecah dan aman sampai tujuan bagus pengiriman rapi cuma tidak sameday ya kayanya kemarin saya minta same day tapi suka sama sellernya sesuai ekspetasi bagus banget seller baikbgt minta tolong pengiriman hari ini karena buru buat kado lgsg dikirim dan hasil cetak fotonya jg bagusbgt || Sudah beli kedua kali, tetap puas dengan pelayanannya. || Harga terjangkau, performa di atas ekspektasi. || Sangat puas dengan pelayanan dan kualitas produknya.",Camera,"Pengiriman aman dan sesuai harapan, hasil cetak foto bagus, penjual responsif dan cepat tanggap."
Galvee Smart Zigbee Door / Window Sensor Smart Home Wireless,Positive,"ini produk tidak diragukan sensornya hampir tidak ada delay dieksekusinya mantap || Desain elegan dan sangat fungsional. || Seller sangat responsif, pengiriman cepat dan aman. || Sudah dipakai beberapa hari, hasilnya memuaskan.",Electronics,"Sensor responsif tanpa delay, mudah dipasang, dan berfungsi sangat baik dalam sistem smart home."
Game Boy 400 in 1 2 players pemain gameboy games + stick console anak - blue,Negative,"niat mau main di televisi tapi sama sekali tidak bisa tampil di tv mau return kondisi bgini susah kemana jadi yasudahlah sayang banget analog kanan sama tombol arah ngga berfungsialangkah baiknya di tes dulu sebelum pengiriman baru di pakai dgn pemakaian prinegativei standar jam perhari hari sudah rusakmengecewakan mutu barangnya saya beli tinggal sisa satu lagi utk membuktikan kwalitas stik ini brp hari tahan || Respon seller lambat dan tidak membantu. || Warna berbeda dari gambar dan cacat produksi. || Tidak sesuai deskripsi, merasa tertipu.",Gaming,"Produk tidak berfungsi dengan baik, tidak bisa ditampilkan di TV, dan tombol tidak bekerja, kualitas buruk."
Game pass Ultimate 5 Bulan for Xbox one series X|S Windows 10 - 1 Bulan,Positive,"mantap akhirnya bisa ngerasain juga main games dengan biaya murah terima kasih bosque semoga tokonya lancar jaya setelah bayar langsung dikasih akses proses cepat kelengkapan sesuai admin membantu sekali dlm tanya jawab terima kasih sudah x beli disini seperti biasa pelayanannya puas banget bakal jadi pelanggan setia sepertinya wkwk seller super ramah nanya apapun dibalas kooperatif sukses terus gan mantap bagi yang mau beli game pass bagus nih di toko ini di layani sampai selesai makasih ngab || Sudah beli kedua kali, tetap puas dengan pelayanannya. || Produk sangat memuaskan, kualitas bagus dan pengiriman cepat. || Desain elegan dan sangat fungsional.",Gaming,"Layanan cepat dan memuaskan, aktivasi mudah dan seller responsif, sangat membantu bagi pengguna pemula."
"GameSir X2 Type-C Mobile Gaming Controller Gamepad PUBG E-Sports - Garansi 1 Bulan, X2 Bluetooth",Negative,"respon baik packing baik tapi perlu para pembeli tahu kalau barang ini ada masalah harus pengiriman ke medan pas ada masalah waduh ngotot nya minta ampun coba pikir pakai logika mana ada firmware update no dan setelah update bisa hilang dan update lagi herannya kaga percaya sama costumer yang beli barang dan bayar ongkir ke medan akhirnya barang tetap tidak di perbaiki atau di tukar alasannya di periksa di sana tidak ada masalah ya silahkan saja buat yang mau belanja tapi tolong teliti || Packing asal-asalan, barang sampai dalam kondisi rusak. || Kualitas buruk dan cepat rusak. || Fungsi produk tidak berjalan dengan baik.",Gaming,"Barang bermasalah saat firmware update, layanan servis rumit dan tidak menyelesaikan masalah, sangat mengecewakan."
Gameboy + STICK TAMBAHAN 2 PLAYER Sup Retro 400 in 1 - Biru,Positive,"barang sesuai pesananpengiriman cepatpengemasan sangat bagusbubble wrap tebal alhamdulillah mendarat dgn mulus smuanya berfungsi dgn baik dan bisa d mainkan d tv jg tapi stik controllernya emang keras sih jadi cpt pegel || Harga terjangkau, performa di atas ekspektasi. || Produk sangat memuaskan, kualitas bagus dan pengiriman cepat. || Barang sesuai deskripsi, sangat direkomendasikan.",Gaming,"Produk sesuai deskripsi, semua fungsi berjalan baik, hanya saja stik tambahan kurang nyaman digunakan dalam waktu lama."
Gamepad IPEGA PG-9156 UPGRADED BLUETECH DIRECTPLAY ANDROID IOS PC,Negative,"barang yang diterima cacat pada analog untuk komplain tetap dilayani tetapi dari saya sendiri tidak pengiriman kesana karena ribet dalam ongkir dan pengiriman nya lain kali tdk apa apa di buka segelnya untuk di cek analognya sehingga tidak perlu masalah complain dan pengiriman balik sana lagi terima kasih gabisa dimainin di ios versi dan keatasnya maksimum ios versi selain itu gabisa dipake dapet barang tidak bagus analog kiri gabisa buat jalan ke serong kanan atau kiri mau retur ribet seller slow respon alhasil cuma jadi pajangan aja nih stick edit setelah seminggu analog gabisa jalan sama sekalii penjual sama sekali tidak responn nyesel || Tidak sesuai deskripsi, merasa tertipu. || Packing asal-asalan, barang sampai dalam kondisi rusak. || Beli karena rating tinggi, ternyata mengecewakan.",Gaming,"Gamepad cacat dan tidak responsif pada analog, tidak layak pakai dan sangat mengecewakan."
Gamepad Ipega 9087,Negative,"setelah hari pakai gamepad bagian kanannya mati ketika direnggangkan kecewa seller berbelitbelit || Respon seller lambat dan tidak membantu. || Packing asal-asalan, barang sampai dalam kondisi rusak. || Kualitas buruk dan cepat rusak.",Gaming,"Gamepad tidak berfungsi dengan baik, terdapat delay dan masalah deadzone pada tombol."
Gamepad Ipega 9088,Negative,buat emulator delay parah sama deadzone di dua analog di emu ppsspp dan beberapa emu yg saya coba intinya tidak rekomen buat yg main emulator || Respon seller lambat dan tidak membantu. || Kualitas buruk dan cepat rusak. || Proses retur ribet dan tidak ada kejelasan.,Gaming,Produk tidak bisa digunakan dengan baik meskipun seller fast respon.
Gamepad Ipega 9089,Negative,"respone sellernya sangat cepattapiga bisa dipasang di hp saya dideskripsi inch bisa eh ternyata pas dateng di pasang di hp samsung a tidak muat dan pas baca dalemnya maks ktnya inch sama buat maen cod rada ngadat pas maen ml lancar jaya padahal pengen maen cod nya || Packing asal-asalan, barang sampai dalam kondisi rusak. || Respon seller lambat dan tidak membantu. || Warna berbeda dari gambar dan cacat produksi.",Gaming,"Gamepad rusak sebelah, hanya satu stik yang berfungsi, kualitas produk tidak sesuai harapan."
Gamepad Nisuta Mikuso GP-USB009 USB Dual Shock transparant - Biru,Negative,"gamepad sampai dengan packing std gamepad satu normal namun yang satunya l dan r hilang entah kemana sudah di cek memang tidak ada apakah kesalahan pembuatan di pabrik atau memang produk gagal semoga untuk ditingkatkan ketilitian dalam pengiriman sebelum sampai ke tangan konsumen jadi stik atau gamepadnya terpaksa main pakai l dan r cabutan dari stik lain yang beda merek dan warnanya hitam padahal gamepad normal sayangnya tombol r dan l missinghilang semoga gamepadnya awet makasih y || Barang datang tidak sesuai harapan, sangat mengecewakan. || Kualitas buruk dan cepat rusak. || Warna berbeda dari gambar dan cacat produksi.",Gaming,"Produk cepat rusak, analog bermasalah setelah beberapa hari pemakaian, sangat mengecewakan."
Gamesir T4 Pro Gamepad Game Controller Joystick Smartphone Holder - Gransi 2 mggu,Negative,"ulasan hanya untuk product saja bukan untuk toko ya karena respon toko cukup baik produk ini kekurangannya adalah battery yg tidak bagus pengiriman pertama battery tidak dapat charging saya return datang product pengganti sempat saya pakai harian setelah itu battery keok dan tidak mau charge tidak bisa dipakai lagi entah produk yg dikirim kesaya kebetulan yg cacat atau memang product gamesir t tidka bagus || Barang datang tidak sesuai harapan, sangat mengecewakan. || Packing asal-asalan, barang sampai dalam kondisi rusak. || Fungsi produk tidak berjalan dengan baik.",Gaming,Tripod mudah patah dan kualitas material sangat buruk.
Gorillapod / Flexible Tripod Ukuran LARGE For VLOG Action Cam & DSLR - FREE MOUNT,Negative,"barang kualitas jelek kaki patah banyak pecah sedikit ditekuk pecah dan copot blum sempet pake sudah tak buang aja ukuran mur di kepala gorillanya tidak sesuai dgn ukuran mur utk holder handpone begitu jg dgn kamera saya sgt mengecewakan jadi sama sekali tak bisa digunakan tolong ksh solusi dong kurang tau karena apa yg jelas sampai dirumah saya cek gorilla pod nya ternyata sudah ada yg pecah menjadikan kakinya gampang copot gan ini gimana ya gorrilapod nya tidak cocok sm kamera saya bahkan untuk bawaannya aja tidak bisa masuk tidak sesuai yang di gorillapod terlalu besar padahal saya sudah diskusi tanya apakah bisa untuk fuji xa dan agan jawab bisa ini kebesaran tidak muat di lubangnya di lubang untuk jadi tongsis hp pun tidak bisa dipasang barangnya bagus tapi tidak sesuai dan tidak bisa saya gunakan jadinya || Kualitas buruk dan cepat rusak. || Tidak sesuai deskripsi, merasa tertipu. || Barang datang tidak sesuai harapan, sangat mengecewakan.",Camera,Produk kuat dan kokoh meskipun sudutnya tidak bisa terlalu fleksibel.
HOLDER PHONE STAND UNIVERSAL HOLDER HP STANDING HANDPHONE TRIPOD HOLD,Positive,"bagus kuat kokoh cuma emang gabisa sejajar lurus kalau mau foto dari atas keliatan kaki bawahnya harus agak dinaikin dikit hp nya overall okee kualitas bagus pengirman cepat dan pelayanan cukup baik terima kasih isi lengkap tidak ada yg patah dapat dusnya juga setelah dirakit berfungsi baik walaupun dapat saat harga flash sale tetapi kualitas barang nya tetap bagus dan struktur nya kokoh utk smartphone pada umum nya || Bahan kokoh dan mudah digunakan. || Barang sesuai deskripsi, sangat direkomendasikan. || Sudah beli kedua kali, tetap puas dengan pelayanannya.",Camera,Produk tidak berfungsi dan terdapat kerusakan sejak awal.
Electric Kettle 1.8L - Stainless Steel,Negative,"ketel ini bocor setelah pemakaian seminggu, kualitas buruk, kecewa || Tidak sesuai deskripsi, merasa tertipu. || Kualitas buruk dan cepat rusak.",Kitchen,"Ketel ini bocor setelah seminggu digunakan, kualitasnya buruk dan sangat mengecewakan."
Electric Kettle 1.8L - Stainless Steel,Positive,"desain elegan, cepat mendidih, bahan kuat, pengiriman cepat, recommended || Harga terjangkau, performa di atas ekspektasi. || Kemasan rapi dan produk sampai dalam kondisi baik.",Kitchen,"Ketel ini memiliki desain elegan, cepat mendidih, dan bahan yang kuat. Pengiriman cepat dan sangat direkomendasikan."
Robot Vacuum Cleaner - Hitam,Negative,"robot ini sering macet, baterai cepat habis, tidak membersihkan dengan baik || Fungsi produk tidak berjalan dengan baik. || Respon seller lambat dan tidak membantu.",Electronics,"Robot vacuum ini sering macet, baterai cepat habis, dan tidak efektif membersihkan, sangat mengecewakan."
Robot Vacuum Cleaner - Hitam,Positive,"membersihkan dengan baik, baterai awet, fitur canggih, seller responsif || Desain elegan dan sangat fungsional. || Produk sangat memuaskan, kualitas bagus dan pengiriman cepat.",Electronics,"Robot vacuum ini efektif membersihkan, baterai awet, dan fitur canggih. Seller responsif dan pengiriman cepat."
Smart Thermostat WiFi - Putih,Negative,"termostat ini sering error, tidak connect ke wifi, kualitas buruk || Tidak sesuai deskripsi, merasa tertipu. || Kualitas buruk dan cepat rusak.",Electronics,"Smart thermostat ini sering error dan tidak dapat terhubung ke wifi, kualitasnya sangat buruk."
