text,sentiment
Luangkan waktu lama untuk pengiriman. Produk masuk akal dengan harganya.,neutral
Pengiriman cpt bgt n udh berlangganan di toko ini ????,neutral
"Ada sedikit kebocoran, tapi gapp kok",negative
"Because he admitted that over expect, become somewhat disappointed, this banana ga taste, chocolate bgt taste, perhaps because of its banana tipis2 bgt, and therefore also still happens ttp crunchy, just ttp aja, ga taste is bananas cuy, when pengennya bananas, but jd kek crunchy brown buy huhu im so sorry",negative
Item bagus.chaka segera tiba. Terima kasih di Shopee,positive
"Pengiriman yang sangat cepat.Bahan agak tipis tapi tidak nerawang.Lengan pendeknya yang pendek pendek, seperti biasa memakai lengan pendek dari balasan pendeknya untuk siku sehingga jangkis dalam balasan saya.",neutral
"Produk yang bagus sesuai dengan gambar, produk asli pengemasan yang rapi dan kualitas yang sangat baik .. terima kasih",positive
Bagus tapi blush hancur :(,negative
tidak cocok dengan foto -foto Catoknya yang berbeda,neutral
Harga Produk Standar Kualitas Produk Standar,neutral
keren banget barangnya batrenya sumpah awet banget volumenya juga gede dan ringan cocok banget dibawa untuk lari atau work out makasi min,positive
Kualitas Produk Harga bagus Kecepatan pengiriman produk bagus dengan baik,positive
Kualitas Produk Standar Harga Produk Standar Kecepatan Pengiriman Standar ?? Tanggapan Penjual Baik,positive
kecilnya belokan,neutral
Kualitas buruk,negative
Standar Kualitas Produk,neutral
barang pecah ndak tau dr seller apa ekspedisinya sayangnya saya selesaikan transaksinya sblm diunboxing bgtu dibuka malah pecah barang cm dilapisi satu lapis bublewarp tipis  overall kecewa,negative
Kualitas Produk Buruk terlihat cantik tapi mudah rusak 1 * Jiwa tusukan,negative
"Oke kemeja warna berkualitas terlihat tua, sedikit kerontokan rambut",neutral
Pesenan who kedua..hehe,neutral
Perekat sedikit tipis tapi bagus,positive
Outwardly ok Paketanya fitting Didalem ternyata ada yang tumpah,positive
"Untuk membalas SM ungu sebagai foto, renda berdebu dan abu -abu berbeda, cocok dengan g",neutral
Bahan tulisannya untuk membuat bubblecraft bahkan bahan kaya berlian,neutral
produk sih bagus hanya seller tidak teliti mbaca pesanan salah ukurannya jadinya saya yang susah,negative
Pengiriman cpt bgt n udh berlangganan di toko ini ????,neutral
tiba tiba patah dasar baut patah ane lem aja moga masih bisa terpakai mo di balikin rugi di ongkir terima nasib aja,negative
Dusnya dents all,neutral
"Hasilnya adalah suara kecil ,, dan hasil yang agak bising,",negative
Barang Mantappu Sadahh Saiyaya dengan terimanaya terbaik saya,positive
"Pengepakan yang kurang bagus, penyok karton ...",positive
Standar Kualitas Produk.Standar Kualitas Produk.Harga produk standar.,neutral
"Gtau ori di ga. Tapi membuat yang sulit, Late2 .. Ga Ky D Tutorial YouTube Tutorial",negative
Pengiriman cpt bgt n udh berlangganan di toko ini ????,neutral
Harga produknya bagus,positive
Rambut Terlihat Rumput Kurang Sehat .. Ternyata 2 Hari Perjalanan Kurang Kuasa .. Kl Menanam Suatu Smua Seger Oke ..,positive
Ga Stone Motif Ekspektasi yang sesuai,neutral
admin ganti2 trrus jd hrus menjelaskan masalahnya berulang2 gimmick or mouse dikirim terpisah dan lama dr produknya,negative
"pengemasan kecepatan yang baik, TPI jenis kue yang sama dikirim semua",positive
"Barang Alhamdulillah telah diterima dengan kualitas produk yang baik aman ..... .., .. menurut ..... harga pengiriman benar -benar ....",positive
Agak minus LCD ada noisnya yang sama dengan Pengirimanya pesen mantep balasan reguler yang mengekspresikan kemunculan EH dan Batrai lebih suka menjatuhkan TP So-So Recomendet untuk pesan yang diinginkan,negative
"Bahannya lumayan BGS TP G Color sesuai dengan siapa yang difoto, warna BGS Krng, sedikit kecewa SIH.Model Shirt BGS",negative
Barangnya bocor,neutral
Yeeyy coffee datang .. tp yg blm datang 1nya,neutral
"Aku bersumpah aku mengecewakanmu dengan penjual ini.Saya tidak bisa menunggu selama itu untuk saya.Alasan KPA aksial lambat yang saya mengerti, Sabaqa tunggu sebulan.Pesan lengan Kingdrag Titanium Gold.Ii dpt satu utara.BT pekerjaan asal -asalan.Ramadhan memang organisasi kerja Mayhem Tkkemana La Meniaga.Ketik penjual Tkbertanggungjawar.",negative
Kualitas produk yang sangat buruk,negative
"Gtau ori di ga. Tapi membuat yang sulit, Late2 .. Ga Ky D Tutorial YouTube Tutorial",negative
"Produk asli produk yang baik, harganya dapat ditoleransi daripada membeli di toko belum lagi jika seorang anak mengundang sakunya, multiplikasi",positive
Kualitas produk secara teratur digunakan bungkus setiap peredam tabung dengan erat.Tapi mari kita lanjutkan transportasi J&T segera untuk melakukan perjalanan ke pintu untuk memeriksa 8 provinsi tidak mengirim mereka.Hubungi untuk memintanya untuk mengirim orang yang salah untuk meninggalkan kota untuk menunggu lagi.J&T tidak terkesan dengan kekuatan seperti itu.,negative
"Bungkus gelembung udara yung item na case muda kardus rata.Bagaimanapun, barang bagus item ung na d rusak.Akan memesan lagi.",negative
Biaya dan untuk memesan motif .. selama sekitar satu minggu sampai pengiriman,neutral
Layanan yang sangat buruk oleh penjual layanan yang sangat buruk oleh penjual hanya fungsi on/off.Penjual Tidak ada balasan ..,negative
kecilnya belokan,neutral
Nilai umum kualitas barang dagangan umum ?? CP,positive
Lapisan luar plastik digambarkan sebagai silikon tidak seperti itu kecuali 1SAO,neutral
hampir mantab batre ny parah,negative
"Menggunakan bahan itu panas, cocok dengan ukuran Dibadan M hanya sedikit pinggul yang lebih sempit ... mengapa gaunnya tidak ada ukuran label atau merek ???",negative
"Terima kasih Gan Dah sampai paketnya, berkemas bagus, barang -barangnya bagus .... ??",positive
Oke Lah Little Leak TP GPP,negative
Pengiriman cpt bgt n udh berlangganan di toko ini ????,neutral
Ini bukan wajah topeng.Awalnya saya pikir itu adalah potongan buatan tangan.,neutral
Kotak penyok juga,neutral
"Tidak ada noda bajunya, jd kecil kotor",negative
Knpa Reply nevy D Cream Color.Q KAN PERSENT BIAWINGING STRIPE Z Z BROWN,neutral
packing hanya buble wrap lain kali tambahkan kardus komunikasikan pengiriman dengan jelas biar tidak repot masa dikirim terpisah case nya mana ngga instan dan ngga bisa dicancel,negative
Kualitas Produk Harga bagus Kecepatan pengiriman produk bagus Respons penjual yang baik,positive
rice cooker baru beli tp nasi bau dan berair tp tidak bs di ganti barang baru dr toko ini tidak seperti toko2 lain yg kalo barang rusak itungan hari ada garansi toko bs di tukar dgn yg baru bukan diservice seperti yg di sarankan toko saya sudah bawa ke service center dan hari ini nasinya tetap basah jujur saya kecewa krn saya memilih toko ini biar kl kenapa2 ngak ribetternyata saya salahsaya beli rice cooker mahal menurut saya agar bisa punya rice cooker bagus tp nyatanya seperti ini saya sangat kecewa,negative
Kualitas produk yang bagus.Produk aslinya.Lebih baik kebesaran CMN,positive
Pengiriman cpt bgt n udh berlangganan di toko ini ????,neutral
"2 diperintahkan untuk melukis tetapi memiliki kain dan gaya.Kain merah muda tebal yang bagus, kuning lain yang cukup tipis untuk dipakai merah muda, lalu menjatuhkannya.",positive
"Bim tipis, untuk membeli dekat musim panas yang dingin.12h yang popok tertutup, menyentuh bokong 1H Anda melihat kemeja basah.BIM Overflow.Seharusnya tidak cukup puas.Dengan Botol Gel Shower memiliki promosi datang, selamanya tidak melihat diposting.Dnag berapa banyak uang tetapi tidak shopee mall dan tidak melihat nilai besar.",positive
Seperti balasan ini,positive
"Tidak ada noda bajunya, jd kecil kotor",negative
Barangnyaa baguuuuss but kebesarann Cepett delivery bangettt,neutral
Oke Lah Little Leak TP GPP,negative
Pengiriman cpt bgt n udh berlangganan di toko ini ????,neutral
Pesanan saya adalah panda tetapi penjual memberi tahu saya bahwa itu tidak tersedia sehingga saya tidak punya pilihan selain memilih yang lain ??,negative
"Barang mantap, kainnya menggunakan yang mengerikan, pengirimannya standar, meskipun masih luasnya ?? Bandar, goodjobs ??",negative
"5 set stiker yang indah, burung kedua kecewa karena terlalu tebal, agak tua, karpet kaki kecil dan kapasnya.Pelindung kartu ok tetapi hanya 1 kontradiksi tunggal",negative
Ada 2 leher tinggi ganda,neutral
"Goods already sampek, CMN pink smua. Pdahal pesennya pink and yellow",neutral
"Oke kemeja warna berkualitas terlihat tua, sedikit kerontokan rambut",neutral
kecilnya belokan,neutral
"Pesenny White 1 Black 1, tetapi mengirim semua hitamnya.Yang satu tangan pendek lagi.Huuh agak kecewa.Balasan lain harus diperiksa Dong MBA!Standar Kualitas Produk.Harga produk standar.Kecepatan pengiriman sangat bagus.",positive
"Tidak ada noda bajunya, jd kecil kotor",negative
Barang sesuai dengan MSG.Pengiriman panjang TP,neutral
"Gtau ori di ga. Tapi membuat yang sulit, Late2 .. Ga Ky D Tutorial YouTube Tutorial",negative
"ProductCame dalam jumlah lengkap namun kotak itu rusak.Terima kasih, penjual.",negative
"Itu tidak membawa tas kecil, kekecewaan alih-alih mengambil kembali tiga kulit kepala.Karena sangat lambat jika sensitivitas ini akan memberi mereka empat kulit kepala.",neutral
Ok kualitas,positive
Berkemas sangat rapi,positive
"tonernya mengapa tidak kya toner2 produk lain produk lain ,, jika ada konten alkohol nya.kalo mah no ...",negative
Kualitas produk yang bagus.Produk Ori.Harga bagus.Kirim kecepatan itu bagus.Respons Penjual yang Baik,positive
Bagus ..... Pengiriman Lama Yang Terhormat ... Dewa Baik Tp Over Lah,positive
"Kualitas Produk Kualitas Produk yang Baik Nilai Bagus Pengiriman Cepat, Bagus.",positive
Standar Kualitas Produk,neutral
Blue Kirain turns orange tp gapapalah ??,neutral
DONT DESERVE ANY STAR!!!!! I BOUGHT STOOL AND THERMAL FLASK BUT ONLY GOT STOOL!  HANTAR BARANG XCKUP LPS 2 SURUH ASK REFUND..DA ASK REFUND SURUH KITA SEND BACK ALL BARANG 2! FOR WHAT? THERE IS NO DEFECT! SELLER LAIN BOLEH JE TERUS REFUND EVEN WAIT ACCOUNT DEPARTMENT! PENIPU BETUL!!!,negative
"Kurang tentang kelambatan perusahaan Connecticut memerintahkan penjual di sini.Pernyataan itu sesuai dengan toko -toko lain pada hari Rabu.Restoran telah sejak hari Kamis dan merupakan perusahaan Connecticut untuk membuat status sistem.Tapi ini adalah konser pertama dibatalkan segera, cukup tekan Batal pada hari Sabtu.Sedikit lebih mahal daripada toko lain membungkus bantalan, dan tidak hanya untuk mengeluarkan bantalan.",negative
"Tidak ada noda bajunya, jd kecil kotor",negative
"Oreo telanjang merasa kelelahan, diganti talas ??",negative
"Pengiriman cepat.Lagu utama, tetapi kabel koneksi yang sedikit lebih lama di dalamnya.",neutral
"Oke kemeja warna berkualitas terlihat tua, sedikit kerontokan rambut",neutral
Oke Lah Little Leak TP GPP,negative
Kardus dan plastik yang dilapisi tanpa retak terjadi gelembung warp,neutral
Seperti sepatu yang sudah tua.Pinggiran lem tidak kuat,negative
Barang tidak sesuai dengan gambar ... panjangnya tidak 60cm (Gbr 1.) Mat di bawah Kotak2 tidak seperti pada gambar (Gbr.2) jarak antara Cendol tidak sekencang deskripsi superskrip mengecewakan,negative
Pengemasan dan pengiriman sangat enak?,neutral
:( Setelah menulis bolong buy di sini ????,negative
"Kualitasnya baik -baik saja, harganya juga cantik, penundaan pengiriman ??????Senjata mengira ggede ini ????",positive
"Terima kasih Tuhan, kondisi yang baik dari barang -barangnya, terima kasih, terima kasih :)",positive
Barangnyaa baguuuuss but kebesarann Cepett delivery bangettt,neutral
"Daging bunga jahe liar dan bahan yang lebih murah dan potongan -potongan kecil yang sangat menyesal membeli, jangan membeli, beli pasti akan menyesalinya!??????Nilai barang dagangan kualitas buruk Buruk CP",negative
kecilnya belokan,neutral
Ini tipis dan pendek,neutral
kecilnya belokan,neutral
Pengiriman Standar Gratis,positive
Pengiriman cpt bgt n udh berlangganan di toko ini ????,neutral
Kualitas yang sangat baik,positive
"Bahkan tidak baik atau semacamnya, tapi itu nilai uang yang baik juga.Tapi garis berjalan agak terlalu halus dengan panjang kabel tidak.Saya suka pengiriman yang baik, sangat bagus seperti itu seperti itu seperti itu seperti itu seperti itu seperti itu seperti itu.",positive
tolong di cek dulu sebelum kirimpower yg satu keluar asapuntung ganti kapasitor sendiri bisa,negative
Sekarang masalahnya tidak ada baling -baling yang tertunda di toko,negative
respon baik packing baik tapi perlu para pembeli tahu kalau barang ini ada masalah harus kirim ke medan pas ada masalah waduh ngotot nya minta ampun coba pikir pakai logika mana ada firmware update no 0000 dan setelah update bisa hilang dan update lagi herannya kaga percaya sama costumer yang beli barang dan bayar ongkir ke medan akhirnya barang tetap tidak di perbaiki atau di tukar alasannya di periksa di sana tidak ada masalah ya silahkan saja buat yang mau belanja tapi tolong teliti,negative
Oke Lah Little Leak TP GPP,negative
Ada 2 leher tinggi ganda,neutral
"sementara 4 dlu kak ya, hanya karena pesan tidak ada hasil .. Jika sdah memiliki hasil segera saya suka 5, semoga sya cocok.",positive
Penjual TQ.BRG diterima dengan kondisi yang baik dan lengkap.,positive
Bayar hanya 5 dapet 4 ????,negative
Item terlalu kecil.Pikir itu akan sedikit lebih besar.,neutral
"Lyan altood kaku, tapi letout kiri dan gallice penuh / staat yaitu a",positive
Respon cepat ... barang dengan aman ke tujuan,positive
Kualitas produk yang bagus.,positive
Tutupnya terlalu kecil sehingga tubuh tidak bisa masuk ke tempat sampah,neutral
GA Permintaan yang sesuai dikirimkan keju cokelat itu,neutral
"Oke kemeja warna berkualitas terlihat tua, sedikit kerontokan rambut",neutral
"Bahan keren, Enk di PKE",positive
"Tong botol olahraga yang indah.Tinry segera bayiku, dia segera Natutu ke nol.Nama Kasus ??ada kotoran.Meskipun sudah menyegelnya tentang plastik.Saya tidak tahu di mana Gling Dirt itu.Dan penutup loon itu, tetapi juga sia -sia.Mereka tidak mendapatkan.??",negative
Kualitas produk yang bagus.Barang bagus tapi busurnya pintu ga.Jadi itu harus dibongkar terlebih dahulu.,positive
Barangnyaa baguuuuss but kebesarann Cepett delivery bangettt,neutral
kurang bagus kualitas nya kemaren beli ditoko sebelah harga sama kualitas lumayan yg ini boros dan bikin kamera jadi over heat,negative
Disonan siapa dharapk ??,neutral
barang tiba dengan baik packing sangat aman karena packing kayu meskipun terkendala dipengiriman lama karena pilih regular tapi tetep lama rasa kargo semoga manfaat,neutral
"Gtau ori di ga. Tapi membuat yang sulit, Late2 .. Ga Ky D Tutorial YouTube Tutorial",negative
"Pengiriman panjang, didedikasikan untuk batas tanggal pengiriman baru, membuka diskrit",positive
Sekop kecil dia,neutral
Barang menyesap semua ...,neutral
"Saat Anda membeli hitam dan menerima hijau, Anda akan mendapatkan peringkat bintang3",neutral
Standar Kualitas Produk.Harga produk standar.,neutral
"Kirim kawat instan sensitivitas ini, sensitivitas ini, sensitivitas instan instan ini mengirimkan sensitif terhadap sensitivitas luas pengiriman instan instan pengiriman instan instan lebar lebar instan kirim instan untuk mengirim sensitivitas instan.",neutral
Materi -materi yang agak berbeda seperti jubah oleh saya Kasrissa yang saya pesan.,neutral
"Ingatlah untuk memakai sarung tangan, yang dengan mudah mengalahkan mereka.Kami tidak memasukkan tangan saya ke dalam ??.",negative
Kualitas produk baik -baik saja,positive
Kualitas produk yang bagus.Produk aslinya.Harga produknya bagus.,positive
"Ka itu bagus, tapi sayangnya kaus kaki tidak menggunakan paket ...",negative
Ukuran gaunnya Anak2,neutral
"Menyebalkan, beli lebih sedikit untuk pertama kalinya untuk mengirim barang yang sama, berjanji bahwa pesanan penulisan, dan hasil untuk single berikutnya, suplemen tidak membentuk bahkan, dan juga berbeda dari saluran pembuangan untuk mengirim barang, membeli dua kali kehilangan tiga persyaratan. Saya juga ingin mengirim jumper pada single berikutnya untuk memperbaiki layanan yang buruk ...",negative
Barangnyaa baguuuuss but kebesarann Cepett delivery bangettt,neutral
"Kualitas produk tidak bagus, tidak merekomendasikan penjual.Barang dikirim rata2 ke sana yang telah rusak sebelumnya.PAS tiba semua bengkok.Nyesel",negative
Brukatnyan tanpa sesuai dengan gambar :),positive
sperti bisa udh langganan,neutral
"Gtau ori di ga. Tapi membuat yang sulit, Late2 .. Ga Ky D Tutorial YouTube Tutorial",negative
Bagaimana Nich Saii Me Pesan Benar -benar Datang 70 PC 60 PC Hanya Apa yang diganti 10pcnya ???Jika saya memesan lagi diganti semua pengiriman gabungan ???5x Yach Count Catculous hanya 60pc,neutral
